id,query,search_id,source,description,alt,image_url
85,떡볶이,1766527477,wikimedia,Tteok-bokki (stir-fried rice cakes),Tteok-bokki 8.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Tteok-bokki_8.jpg/330px-Tteok-bokki_8.jpg
86,떡볶이,1766527477,wikimedia,bunsikjib,2020-03-11 12.24.50 분식집.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/2020-03-11_12.24.50_%EB%B6%84%EC%8B%9D%EC%A7%91.jpg/250px-2020-03-11_12.24.50_%EB%B6%84%EC%8B%9D%EC%A7%91.jpg
87,떡볶이,1766527477,wikimedia,"Bunsik stall with twigim (fritters), sundae (blood sausage), tteok-bokki (stir-fried rice cakes), and eomuk-kkochi (fish cake skewers)",Bunsik stall.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Bunsik_stall.jpg/250px-Bunsik_stall.jpg
88,떡볶이,1766527477,wikimedia,明洞ちびのり巻きの画像,明洞ちびのり巻きIMG 202201 01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/%E6%98%8E%E6%B4%9E%E3%81%A1%E3%81%B3%E3%81%AE%E3%82%8A%E5%B7%BB%E3%81%8DIMG_202201_01.jpg/330px-%E6%98%8E%E6%B4%9E%E3%81%A1%E3%81%B3%E3%81%AE%E3%82%8A%E5%B7%BB%E3%81%8DIMG_202201_01.jpg
89,떡볶이,1766527477,wikimedia,Tteokbokki and fried dish with Tteokbokki sauce and sundae value meals,떡튀순.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/%EB%96%A1%ED%8A%80%EC%88%9C.JPG/250px-%EB%96%A1%ED%8A%80%EC%88%9C.JPG
90,떡볶이,1766527477,wikimedia,Korean food at Tteokbokki restaurant in Shin-Okubo,Korean food at Tteokbokki restaurant in Shin-Okubo.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Korean_food_at_Tteokbokki_restaurant_in_Shin-Okubo.jpg/250px-Korean_food_at_Tteokbokki_restaurant_in_Shin-Okubo.jpg
91,떡볶이,1766527477,wikimedia,Gungmul-tteok-bokki (soupy spicy rice cakes),Gungmul-tteok-bokki 1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Gungmul-tteok-bokki_1.jpg/250px-Gungmul-tteok-bokki_1.jpg
92,떡볶이,1766527477,wikimedia,Food.,Food (31640038410).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Food_%2831640038410%29.jpg/330px-Food_%2831640038410%29.jpg
93,떡볶이,1766527477,wikimedia,"Bunmoja-tteokbokki (stir-fried rice cake dish made with Chinese starch noodles), mayak-gimbap (mini seaweed rolls), and twigim-mandu (deep-fried dumplings)","Bunmoja-tteokbokki, mayak-gimbap, twigim-mandu 2.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Bunmoja-tteokbokki%2C_mayak-gimbap%2C_twigim-mandu_2.jpg/250px-Bunmoja-tteokbokki%2C_mayak-gimbap%2C_twigim-mandu_2.jpg
94,떡볶이,1766527477,wikimedia,أنيس منصور,الإكتشاف ليس أن تجد أرضاً جديدة .. وإنما أن ترى بعيون جديدة (26020851282).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/%D8%A7%D9%84%D8%A5%D9%83%D8%AA%D8%B4%D8%A7%D9%81_%D9%84%D9%8A%D8%B3_%D8%A3%D9%86_%D8%AA%D8%AC%D8%AF_%D8%A3%D8%B1%D8%B6%D8%A7%D9%8B_%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9_.._%D9%88%D8%A5%D9%86%D9%85%D8%A7_%D8%A3%D9%86_%D8%AA%D8%B1%D9%89_%D8%A8%D8%B9%D9%8A%D9%88%D9%86_%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9_%2826020851282%29.jpg/250px-%D8%A7%D9%84%D8%A5%D9%83%D8%AA%D8%B4%D8%A7%D9%81_%D9%84%D9%8A%D8%B3_%D8%A3%D9%86_%D8%AA%D8%AC%D8%AF_%D8%A3%D8%B1%D8%B6%D8%A7%D9%8B_%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9_.._%D9%88%D8%A5%D9%86%D9%85%D8%A7_%D8%A3%D9%86_%D8%AA%D8%B1%D9%89_%D8%A8%D8%B9%D9%8A%D9%88%D9%86_%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9_%2826020851282%29.jpg
95,떡볶이,1766527477,wikimedia,aka tteokbokki. with pork toppings,Korean rice cake.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Korean_rice_cake.jpg/330px-Korean_rice_cake.jpg
96,떡볶이,1766527477,wikimedia,Ddeokbokki (panbroiled rice cakes with vegetables and fish pastes in hot spicy saute),Ddeokbokki-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Ddeokbokki-01.jpg/250px-Ddeokbokki-01.jpg
97,떡볶이,1766527477,wikimedia,Dduckbokki (panbroiled spicy rice cake with vegetables),Dukbokgi.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Dukbokgi.jpg/250px-Dukbokgi.jpg
98,떡볶이,1766527477,wikimedia,Chijeu-tteok-bokki (stir-fried rice cakes with cheese),Cheese-tteok-bokki 1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Cheese-tteok-bokki_1.jpg/250px-Cheese-tteok-bokki_1.jpg
99,떡볶이,1766527477,wikimedia,"Stir-fried rice cakes with ground pork, gochujang, and gailan","Stir-fried rice cakes with ground pork, gochujang, and gailan.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Stir-fried_rice_cakes_with_ground_pork%2C_gochujang%2C_and_gailan.jpg/250px-Stir-fried_rice_cakes_with_ground_pork%2C_gochujang%2C_and_gailan.jpg
1,비빔밥,1464608465,encykorea,"보편적인 일품요리로 골동반(骨董飯)이라고도 하였고, 궁중에서는 비빔이라고 하였다.",비빔밥,https://devin.aks.ac.kr/image/16072ccd-9f5b-4250-af54-88aba59b5295?preset=page
2,비빔밥,1464608465,folkency,곡물로 지은 밥에 채소·나물·반찬·고기·양념 등을 넣고 비빈 밥.,,https://folkency.nfm.go.kr/api/file/images/75055?type=t
3,비빔밥,1464608465,wikimedia,Bibimbap (mixed rice),Bibimbap 7.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Bibimbap_7.jpg/330px-Bibimbap_7.jpg
4,비빔밥,1464608465,wikimedia,Bibimbap (mixed rice),Bibimbap 6.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Bibimbap_6.jpg/330px-Bibimbap_6.jpg
5,비빔밥,1464608465,wikimedia,"""Bokkeum Bibimbap"" and ""Little Piggy Bao Bun"" by Bao Bun Brighton",Bokkeum Bibimbap and Little Piggy Bao Bun by Bao Bun Brighton.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Bokkeum_Bibimbap_and_Little_Piggy_Bao_Bun_by_Bao_Bun_Brighton.jpg/250px-Bokkeum_Bibimbap_and_Little_Piggy_Bao_Bun_by_Bao_Bun_Brighton.jpg
6,비빔밥,1464608465,wikimedia,Seoul Bibimbap (beef) - Time For Kimchi,Seoul Bibimbap (beef) - Time For Kimchi.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Seoul_Bibimbap_%28beef%29_-_Time_For_Kimchi.jpg/250px-Seoul_Bibimbap_%28beef%29_-_Time_For_Kimchi.jpg
7,비빔밥,1464608465,wikimedia,"Dolsot bibimbap, a Korean traditional dish comprising various namul and rice",Korean.food-Bibimbap-02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Korean.food-Bibimbap-02.jpg/250px-Korean.food-Bibimbap-02.jpg
8,비빔밥,1464608465,wikimedia,"CNY24 for this ""12-12 Special"", in commemoration of the Fifth Republic.","Bibimbap at Micun Bibimbap, CapitaMall Crystal (20211212122041).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Bibimbap_at_Micun_Bibimbap%2C_CapitaMall_Crystal_%2820211212122041%29.jpg/330px-Bibimbap_at_Micun_Bibimbap%2C_CapitaMall_Crystal_%2820211212122041%29.jpg
9,비빔밥,1464608465,wikimedia,"Bibimbap, a Korean dish",Korean cuisine-Bibimbap-08.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Korean_cuisine-Bibimbap-08.jpg/250px-Korean_cuisine-Bibimbap-08.jpg
10,비빔밥,1464608465,wikimedia,Bibimbap and kimchi,Bibimbap and kimchi.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Bibimbap_and_kimchi.jpg/500px-Bibimbap_and_kimchi.jpg
11,비빔밥,1464608465,wikimedia,"Food image; bowl with zucchini, carrot, cucumber, spinach, sunny side up egg, and sesame seed.",Bibimbap with egg.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Bibimbap_with_egg.jpg/250px-Bibimbap_with_egg.jpg
12,비빔밥,1464608465,wikimedia,Brighton Bibimbap (tofu) - Time For Kimchi,Brighton Bibimbap (tofu) - Time For Kimchi.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Brighton_Bibimbap_%28tofu%29_-_Time_For_Kimchi.jpg/250px-Brighton_Bibimbap_%28tofu%29_-_Time_For_Kimchi.jpg
13,비빔밥,1464608465,wikimedia,Bibimbap,Bibimbap (8111593238).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Bibimbap_%288111593238%29.jpg/250px-Bibimbap_%288111593238%29.jpg
14,비빔밥,1464608465,wikimedia,"Description on menu: ""Choice of mushroom or tofu with organic fried egg""",Brighton Bibimbap (mushroom) - Time For Kimchi 2023-12-15.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Brighton_Bibimbap_%28mushroom%29_-_Time_For_Kimchi_2023-12-15.jpg/250px-Brighton_Bibimbap_%28mushroom%29_-_Time_For_Kimchi_2023-12-15.jpg
15,비빔밥,1464608465,wikimedia,Beef Bibimbap,Beef Bibimbap - SAERO 2025-11-06.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Beef_Bibimbap_-_SAERO_2025-11-06.jpg/250px-Beef_Bibimbap_-_SAERO_2025-11-06.jpg
16,비빔밥,1464608465,wikimedia,Tofu Bi Bim Bap by Korpan,Tofu Bi Bim Bap - Korpan.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Tofu_Bi_Bim_Bap_-_Korpan.jpg/250px-Tofu_Bi_Bim_Bap_-_Korpan.jpg
17,비빔밥,1464608465,wikimedia,"Items:
left: Beef Bulgogi Bibimbab - ""Rice topped with mixed vegetables and fried egg served in a hot stone pot with spicy bibimbab sauce on the side""
right: Soft Tofu Jigae with rice - ""Spicy soup wi","Dinner at YORI, Brighton 2023-08-28.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Dinner_at_YORI%2C_Brighton_2023-08-28.jpg/250px-Dinner_at_YORI%2C_Brighton_2023-08-28.jpg
18,비빔밥,1464608465,wikimedia,"Jeyukbibimbap (Rice topped with assorted vegetables, fried egg with spicy bacon in pepper sauce or soy sauceand sliced pork) at Hana Restaurant, Milan, 2023","Jeyukbibimbap at Hana Restaurant, Milan, 2023.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Jeyukbibimbap_at_Hana_Restaurant%2C_Milan%2C_2023.jpg/250px-Jeyukbibimbap_at_Hana_Restaurant%2C_Milan%2C_2023.jpg
19,비빔밥,1464608465,wikimedia,Kimchi and bibimbap,Kimchi and bibimbap.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Kimchi_and_bibimbap.jpg/500px-Kimchi_and_bibimbap.jpg
20,비빔밥,1464608465,wikimedia,A bowl of already mixed 돌솥 비빔밥 (dolsot bibimbap),Bibimbap mixed.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Bibimbap_mixed.jpg/250px-Bibimbap_mixed.jpg
21,비빔밥,1464608465,wikimedia,Bibimbap.,Bibimbap in Handan 1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Bibimbap_in_Handan_1.jpg/250px-Bibimbap_in_Handan_1.jpg
22,비빔밥,1464608465,wikimedia,Bibimbap (mixed rice),Bibimbap 8.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Bibimbap_8.jpg/330px-Bibimbap_8.jpg
23,비빔밥,1464608465,wikimedia,Seafood Bibimbap,Bibimbap seafood.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Bibimbap_seafood.JPG/250px-Bibimbap_seafood.JPG
24,비빔밥,1464608465,wikimedia,Simply Aviation flight 16-DEC-2022: KE938 VIE-ICN (B777-300ER - HL8210) - economy class in-flight meal,16-DEC-2022 - KE938 VIE-ICN (B777-300ER - HL8210) (02).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/16-DEC-2022_-_KE938_VIE-ICN_%28B777-300ER_-_HL8210%29_%2802%29.jpg/250px-16-DEC-2022_-_KE938_VIE-ICN_%28B777-300ER_-_HL8210%29_%2802%29.jpg
25,비빔밥,1464608465,wikimedia,"Jeonju Bibimbap (vorne links), noch ungemischt, mit Beilagen.",Bibimbap with side dishes.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Bibimbap_with_side_dishes.jpg/250px-Bibimbap_with_side_dishes.jpg
26,비빔밥,1464608465,wikimedia,Bibimbap is one of the representative Korean foods these days. This bibimbap has the custom of putting all the side dishes in the remaining rice and mixing it.,"Bibimbap, the symbol of Korea.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Bibimbap%2C_the_symbol_of_Korea.jpg/250px-Bibimbap%2C_the_symbol_of_Korea.jpg
27,비빔밥,1464608465,wikimedia,"Platillo coreano que consiste en arroz con carne, germen de soya, verduras salteadas y un huevo frito. Se sirve en plato caliente y se combina con salsa picante (gochujang, 고추장 en hangul)",Bibimbap y guarniciones.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Bibimbap_y_guarniciones.jpg/250px-Bibimbap_y_guarniciones.jpg
28,비빔밥,1464608465,wikimedia,Bibimbap with kkakdugi,Bibimbap with kkakdugi.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Bibimbap_with_kkakdugi.jpg/330px-Bibimbap_with_kkakdugi.jpg
29,비빔밥,1464608465,wikimedia,"A set meal of bibimbap, South Korea.",Bibimbap Set.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Bibimbap_Set.JPG/330px-Bibimbap_Set.JPG
30,비빔밥,1464608465,wikimedia,Meongge-bibimbap (sea pineapple mixed rice),Meongge-bibimbap 1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Meongge-bibimbap_1.jpg/330px-Meongge-bibimbap_1.jpg
31,비빔밥,1464608465,wikimedia,"A Korean Rice Dish named ""B-EE-B-AW-M-B-AW-P"" containing rice, one egg, and an assortment of shredded vegetables",Bibimbap Outlined and Isolated.png,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Bibimbap_Outlined_and_Isolated.png/330px-Bibimbap_Outlined_and_Isolated.png
32,비빔밥,1464608465,wikimedia,Bibimbap made by Mrs. Jang,Bibimbap made by Mrs. Jang.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Bibimbap_made_by_Mrs._Jang.jpg/250px-Bibimbap_made_by_Mrs._Jang.jpg
33,비빔밥,1464608465,wikimedia,Sanchae Bibimbap in homemade style,Sanchae Bibimbap in homemade style.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Sanchae_Bibimbap_in_homemade_style.jpg/330px-Sanchae_Bibimbap_in_homemade_style.jpg
34,비빔밥,1464608465,wikimedia,Bibimbap in Korean cuisine,Korean cuisine-Bibimbap-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Korean_cuisine-Bibimbap-01.jpg/250px-Korean_cuisine-Bibimbap-01.jpg
35,비빔밥,1464608465,wikimedia,松屋 豚ビビン丼,Pork bibimbap-don of Matsuya.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Pork_bibimbap-don_of_Matsuya.jpg/250px-Pork_bibimbap-don_of_Matsuya.jpg
36,비빔밥,1464608465,wikimedia,Cantonese luxury bibimbap with seafood in Chinese restaurant at tsing yi,Bibimbap with seafood in chinese new year.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Bibimbap_with_seafood_in_chinese_new_year.jpg/250px-Bibimbap_with_seafood_in_chinese_new_year.jpg
37,비빔밥,1464608465,wikimedia,일본 비빔밥,비빔밥.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/%EB%B9%84%EB%B9%94%EB%B0%A5.jpg/250px-%EB%B9%84%EB%B9%94%EB%B0%A5.jpg
38,비빔밥,1464608465,wikimedia,"Bibimbap, a Korean dish made with various namul(seasoned vegetable) and ground beef.",Korean.cuisine-Bibimbap-06.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Korean.cuisine-Bibimbap-06.jpg/330px-Korean.cuisine-Bibimbap-06.jpg
39,비빔밥,1464608465,wikimedia,yum,Bibimbap 2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Bibimbap_2.jpg/250px-Bibimbap_2.jpg
40,비빔밥,1464608465,wikimedia,"Bibimbap at a Korean restaurant in Waterford Plaza near Bentley, Western Australia.",Bibimbap at Seoul Waterford.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Bibimbap_at_Seoul_Waterford.jpg/250px-Bibimbap_at_Seoul_Waterford.jpg
41,비빔밥,1464608465,wikimedia,Dolsot-bibimbap,Dolsot-bibimbap.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Dolsot-bibimbap.jpg/330px-Dolsot-bibimbap.jpg
42,비빔밥,1464608465,wikimedia,韓式拌飯剛上桌時的樣子。攝於南韓釜山。,石鍋拌飯 비빔밥 Bibimbap.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/%E7%9F%B3%E9%8D%8B%E6%8B%8C%E9%A3%AF_%EB%B9%84%EB%B9%94%EB%B0%A5_Bibimbap.jpg/250px-%E7%9F%B3%E9%8D%8B%E6%8B%8C%E9%A3%AF_%EB%B9%84%EB%B9%94%EB%B0%A5_Bibimbap.jpg
43,비빔밥,1464608465,wikimedia,bibimbap,Bibimbap 3.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Bibimbap_3.jpg/330px-Bibimbap_3.jpg
44,비빔밥,1464608465,wikimedia,Galbi Bibimbap in Hong Kong,Galbi Bibimbap in Hong Kong.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Galbi_Bibimbap_in_Hong_Kong.jpg/250px-Galbi_Bibimbap_in_Hong_Kong.jpg
45,비빔밥,1464608465,wikimedia,"The Arirang BBQ restaurant in Pyongyang has quite possibly the best bibimbap in the city. Beef is served raw over mountain roots, vegetables and rice. When mixed in the sizzling hot stone pot, the bee",North Korean Bibimbap 비빔밥 (12330376074).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/North_Korean_Bibimbap_%EB%B9%84%EB%B9%94%EB%B0%A5_%2812330376074%29.jpg/330px-North_Korean_Bibimbap_%EB%B9%84%EB%B9%94%EB%B0%A5_%2812330376074%29.jpg
46,비빔밥,1464608465,wikimedia,ビビンバ,Korean.food-Bibimbap-03.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Korean.food-Bibimbap-03.jpg/250px-Korean.food-Bibimbap-03.jpg
47,비빔밥,1464608465,wikimedia,Meongge-bibimbap (sea pineapple mixed rice),Meongge-bibimbap 2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Meongge-bibimbap_2.jpg/330px-Meongge-bibimbap_2.jpg
48,비빔밥,1464608465,wikimedia,Bibimbap @ korean restaurant at the beijing int'l airport,Korean cuisine-Bibimbap-06.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Korean_cuisine-Bibimbap-06.jpg/330px-Korean_cuisine-Bibimbap-06.jpg
49,비빔밥,1464608465,wikimedia,콩나물 비빔밥,Korean.food-Bibimbap-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Korean.food-Bibimbap-01.jpg/250px-Korean.food-Bibimbap-01.jpg
50,비빔밥,1464608465,wikimedia,ビビンバ（米国ニューヨーク州ニューヨークの韓国料理店「Gahm Mi Oak　ガンミオク」）,Bibimbap by dizznbonn in New York.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Bibimbap_by_dizznbonn_in_New_York.jpg/250px-Bibimbap_by_dizznbonn_in_New_York.jpg
51,비빔밥,1464608465,wikimedia,"Bibimbap with mung bean sprouts, white radish, green salad and homemade bibimbap soy sauce with chili flakes. Served with seaweed salad and bulgogi. Photographed at the Korean restaurant DUKKI, Burgsd",Bibimbap Dukki Berlin.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Bibimbap_Dukki_Berlin.jpg/250px-Bibimbap_Dukki_Berlin.jpg
52,비빔밥,1464608465,wikimedia,Bibimbap at Down The Rabbit Hole 2018,Bibimbap at Down The Rabbit Hole 2018.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Bibimbap_at_Down_The_Rabbit_Hole_2018.jpg/120px-Bibimbap_at_Down_The_Rabbit_Hole_2018.jpg
53,비빔밥,1464608465,wikimedia,Bibimbap (Korean mixed rice).,Bibimbap Solo.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Bibimbap_Solo.JPG/330px-Bibimbap_Solo.JPG
54,비빔밥,1464608465,wikimedia,Korean cuisine-Bibimbap,Korean cuisine-Bibimbap-03.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Korean_cuisine-Bibimbap-03.jpg/330px-Korean_cuisine-Bibimbap-03.jpg
55,비빔밥,1464608465,wikimedia,"Korean bibimbap at Food Public Food Court of Tsim Sha Tsui in Tsim Sha Tsui, Hong Kong",Korean bibimbap at Food Court TST.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Korean_bibimbap_at_Food_Court_TST.jpg/330px-Korean_bibimbap_at_Food_Court_TST.jpg
56,비빔밥,1464608465,wikimedia,"Bibimbap, a Korean dish made with various namul(seasoned vegetable) and ground beef.",Korean.cuisine-Bibimbap-09.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Korean.cuisine-Bibimbap-09.jpg/250px-Korean.cuisine-Bibimbap-09.jpg
57,비빔밥,1464608465,wikimedia,松屋 アンガス牛焼ビビン丼（580円）,Grilled Angus beef bibimbap bowl of Matsuya.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Grilled_Angus_beef_bibimbap_bowl_of_Matsuya.jpg/330px-Grilled_Angus_beef_bibimbap_bowl_of_Matsuya.jpg
58,비빔밥,1464608465,wikimedia,(설명 없음),Bibimbap Korean sushi roll single2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Bibimbap_Korean_sushi_roll_single2.jpg/250px-Bibimbap_Korean_sushi_roll_single2.jpg
59,비빔밥,1464608465,wikimedia,(설명 없음),Bibimbap and banchan.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Bibimbap_and_banchan.jpg/250px-Bibimbap_and_banchan.jpg
60,비빔밥,1464608465,wikimedia,"Nakji bibimbap, a Korean dish",Korean cuisine-Nakji bibimbap-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Korean_cuisine-Nakji_bibimbap-01.jpg/250px-Korean_cuisine-Nakji_bibimbap-01.jpg
61,비빔밥,1464608465,wikimedia,ジャージャン麺と小ビビンバ,Zhajianmian and bibimbap in Japan by ume-y.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Zhajianmian_and_bibimbap_in_Japan_by_ume-y.jpg/330px-Zhajianmian_and_bibimbap_in_Japan_by_ume-y.jpg
62,비빔밥,1464608465,wikimedia,"Korean bibimbap at Food Court in Tsim Sha Tsui, Hong Kong",Korean bibimbap at Food Court of Tsim Sha Tsui.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Korean_bibimbap_at_Food_Court_of_Tsim_Sha_Tsui.jpg/330px-Korean_bibimbap_at_Food_Court_of_Tsim_Sha_Tsui.jpg
63,비빔밥,1464608465,wikimedia,Bibimbap in Korean cuisine,Korean.cuisine-Bibimbap-10.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Korean.cuisine-Bibimbap-10.jpg/250px-Korean.cuisine-Bibimbap-10.jpg
64,비빔밥,1464608465,wikimedia,Stone bowl Bibimbap,Stone bowl Bibimbap (29938996780).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Stone_bowl_Bibimbap_%2829938996780%29.jpg/330px-Stone_bowl_Bibimbap_%2829938996780%29.jpg
65,비빔밥,1464608465,wikimedia,Bibimbap in Korean cuisine,Korean cuisine-Bibimbap clip-01.png,https://upload.wikimedia.org/wikipedia/commons/7/7b/Korean_cuisine-Bibimbap_clip-01.png
66,비빔밥,1464608465,wikimedia,"A view of Sokcho, Gangwon-do, South Korea",Korea-Sokcho-Sanchae jeongsik-Bibimbap-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Korea-Sokcho-Sanchae_jeongsik-Bibimbap-01.jpg/330px-Korea-Sokcho-Sanchae_jeongsik-Bibimbap-01.jpg
67,비빔밥,1464608465,wikimedia,(설명 없음),Bibimbap Korean sushi roll1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Bibimbap_Korean_sushi_roll1.jpg/330px-Bibimbap_Korean_sushi_roll1.jpg
68,비빔밥,1464608465,wikimedia,Bibimbap,Korean cuisine-Bibimbap-04.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Korean_cuisine-Bibimbap-04.jpg/250px-Korean_cuisine-Bibimbap-04.jpg
69,비빔밥,1464608465,wikimedia,"View of Tongyeong, South Gyeongsang province, South Korea",Korea-Tongyeong food-Meongge bibimbap-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Korea-Tongyeong_food-Meongge_bibimbap-01.jpg/330px-Korea-Tongyeong_food-Meongge_bibimbap-01.jpg
70,비빔밥,1464608465,wikimedia,"Items:
left: Beef Bulgogi - ""with garlic and soy sauce served with rice and salad leaves""
right: Brighton Bibimbap - ""Choice of mushroom or tofu with organic fried egg"" (tofu was chosen)
drink: SFC Sp",Lunch at Time For Kimchi 2023-10-02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Lunch_at_Time_For_Kimchi_2023-10-02.jpg/250px-Lunch_at_Time_For_Kimchi_2023-10-02.jpg
71,비빔밥,1464608465,wikimedia,Bibimbap @ Baptori @ Paris,"Bibimbap, Baptori, Paris 20 September 2016 002.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Bibimbap%2C_Baptori%2C_Paris_20_September_2016_002.jpg/250px-Bibimbap%2C_Baptori%2C_Paris_20_September_2016_002.jpg
72,비빔밥,1464608465,wikimedia,제주도의 메이즈랜드 식당에서 촬영한 비빔밥,"Bibimbap at MazeLand, Jeju, Korea.JPG",https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Bibimbap_at_MazeLand%2C_Jeju%2C_Korea.JPG/250px-Bibimbap_at_MazeLand%2C_Jeju%2C_Korea.JPG
